10.101	10.704	10.000	6.000	4.000	10.692	10.000	6.000	4.000	81.191	153.369	118.385	21.286	1.889	1.458	22.810	279.022	223.366	537.598	141.437	83.544	102.246	126.247	120.042	58.138	57.866	59.091	65.746	48.532	35.209	102.019	216.743	298.863	43.828	14.367	15.690	8.145	8.765	14.360	14.679	6.933	7.599	8.709	1.211	3.811	0.586	4.789	0.329	2.461	1.129	2.917	2.896	19.557	19.336	38.672	38.481	148.000	148.000	69.102	68.460	3.084	3.063	22.423	22.243
11.111	10.967	10.000	6.000	4.000	10.955	10.000	6.000	4.000	78.023	130.459	117.368	11.293	1.672	1.504	10.035	174.373	122.115	804.186	113.908	101.107	112.871	88.154	117.453	22.875	31.803	55.952	61.413	61.955	19.208	166.900	157.176	147.757	21.373	9.977	11.750	17.179	17.537	6.713	6.974	8.574	10.025	0.516	2.095	7.394	3.520	0.525	1.280	1.750	0.524	2.830	2.838	19.000	19.000	38.000	38.000	148.996	148.810	70.309	70.855	2.880	2.890	24.000	24.074
12.121	11.194	10.000	6.000	4.000	11.181	10.000	6.000	4.000	79.051	135.805	119.824	14.390	1.718	1.516	11.768	195.226	174.366	287.786	105.312	88.555	105.532	86.721	99.775	29.556	35.755	60.463	69.564	56.709	33.355	116.272	84.165	45.533	68.311	10.257	11.817	10.542	11.668	16.685	17.928	14.690	15.272	2.809	2.446	1.894	1.851	0.254	7.964	2.035	3.650	2.878	2.867	19.000	19.000	38.040	38.000	151.027	151.000	70.762	70.640	2.903	2.899	24.000	24.000
13.131	11.431	10.000	6.000	4.000	11.422	10.000	6.000	4.000	76.972	131.370	121.434	8.697	1.707	1.578	7.563	250.078	172.305	676.854	101.140	89.272	91.613	86.572	114.713	25.494	34.336	54.445	69.051	44.445	14.271	106.699	89.422	100.545	66.308	12.090	12.935	11.328	17.777	13.029	13.401	5.799	6.407	3.906	0.080	1.176	0.075	0.838	0.751	0.562	5.141	3.160	3.141	20.749	20.591	41.781	41.634	152.490	152.659	76.081	75.238	3.180	3.171	23.510	23.341
14.141	11.630	10.000	6.000	4.000	11.622	10.000	6.000	4.000	77.170	131.671	120.816	8.676	1.706	1.566	8.244	237.176	150.387	655.117	99.825	99.191	106.800	99.054	116.680	57.965	54.912	59.696	73.874	45.290	19.049	54.926	95.056	154.337	108.996	18.252	20.547	7.472	9.811	8.413	9.126	7.073	7.464	18.242	0.074	2.043	11.265	6.490	2.414	0.756	5.500	2.974	2.992	20.140	20.312	39.223	39.508	151.000	151.000	78.507	78.886	3.074	3.068	25.140	25.312
15.152	11.828	10.000	6.000	4.000	11.819	10.000	6.000	4.000	79.260	142.081	118.431	16.273	1.793	1.494	16.645	210.618	150.318	980.668	98.190	82.119	94.434	102.514	127.220	31.539	36.254	60.749	71.247	51.848	19.139	109.953	56.382	101.189	137.341	7.165	7.775	9.100	10.916	8.199	8.889	9.754	10.803	1.268	17.890	0.450	7.025	3.313	6.524	0.418	4.633	3.317	3.292	21.251	21.078	43.589	43.187	154.251	154.078	89.492	88.539	3.041	3.031	29.282	29.099
16.162	12.001	10.000	6.000	4.000	11.995	10.000	6.000	4.000	79.051	137.929	121.720	13.168	1.745	1.540	11.752	214.412	96.010	698.129	99.221	100.695	111.235	167.802	146.648	57.498	57.011	59.382	73.321	47.216	13.100	44.317	125.019	254.908	136.010	20.441	20.357	17.150	21.657	7.521	8.049	7.478	8.198	2.820	1.052	0.573	1.086	7.854	2.767	2.317	0.627	3.397	3.404	22.000	22.000	45.205	45.385	156.795	156.615	97.664	97.808	3.111	3.108	31.205	31.385
17.172	12.134	10.000	5.978	3.981	12.126	10.000	5.980	3.983	79.051	137.980	119.513	14.901	1.745	1.512	13.384	245.713	177.147	1305.660	109.296	115.805	116.666	114.445	120.343	28.861	38.509	59.706	78.749	42.550	12.105	100.159	76.052	70.374	97.357	11.751	13.080	21.643	21.797	10.141	11.293	8.764	9.466	1.637	3.069	10.233	11.347	1.177	1.272	9.109	13.801	3.376	3.398	21.255	21.498	44.533	45.024	157.000	157.000	99.015	99.522	3.273	3.276	30.275	30.522
18.182	12.255	10.000	5.912	3.925	12.250	10.000	5.916	3.928	84.986	165.059	116.639	29.869	1.942	1.372	29.335	242.165	225.815	443.115	91.489	71.937	85.259	73.944	88.836	61.732	56.009	59.936	70.283	49.178	49.841	143.084	309.951	99.606	47.058	9.790	10.965	11.560	12.379	8.369	9.196	12.192	12.655	2.550	6.130	0.194	2.874	2.338	1.341	0.312	3.803	3.252	3.213	20.250	19.948	43.449	42.903	159.000	158.997	85.876	84.980	3.240	3.240	26.119	26.000
19.192	12.359	10.000	5.814	3.839	12.354	10.000	5.819	3.843	85.653	171.678	117.681	30.651	2.004	1.374	31.452	211.877	242.987	1575.859	86.350	85.076	95.310	104.400	114.141	29.881	34.240	60.960	80.416	40.660	13.345	134.012	152.455	101.326	70.245	9.973	11.135	17.346	17.790	11.913	12.519	10.123	11.730	3.801	0.345	1.308	0.079	0.329	0.089	2.218	6.517	3.392	3.385	21.249	21.090	45.000	45.000	158.000	158.000	100.522	100.062	3.060	3.053	33.000	33.000
20.202	12.446	10.000	5.703	3.739	12.441	10.000	5.710	3.745	80.863	142.901	117.480	22.802	1.767	1.453	17.789	250.856	167.624	1285.635	101.808	96.367	107.651	96.139	104.299	26.333	30.636	59.453	73.161	35.697	13.427	44.371	114.786	187.742	160.556	16.863	19.096	10.719	12.564	7.521	7.998	9.734	10.399	1.635	21.184	3.450	15.274	0.880	3.640	4.899	10.691	3.444	3.449	22.000	22.000	45.841	45.978	158.000	158.000	103.105	103.187	3.194	3.199	32.159	32.022
21.212	12.545	10.000	5.557	3.602	12.540	10.000	5.565	3.610	79.576	143.410	121.097	12.328	1.802	1.522	15.559	270.681	144.613	2250.843	115.777	115.348	109.457	98.905	111.145	39.685	49.306	59.103	63.750	44.943	7.440	137.622	116.881	81.307	88.832	9.331	10.725	11.686	13.121	16.143	16.414	5.775	6.907	1.710	20.956	4.846	17.862	0.385	3.166	6.153	27.093	3.238	3.258	20.191	20.401	43.166	43.358	160.000	160.000	94.136	95.754	3.021	3.043	31.389	31.561
22.222	12.636	10.000	5.417	3.466	12.630	10.000	5.425	3.474	79.365	140.167	119.290	16.340	1.766	1.503	14.894	256.491	134.936	1575.468	154.027	107.265	103.489	114.824	118.466	29.978	34.097	26.914	43.328	61.440	9.705	202.040	64.910	78.636	421.011	6.825	7.328	10.901	15.458	10.629	11.147	7.423	7.955	0.131	5.667	1.596	0.051	4.328	1.972	2.957	0.623	3.518	3.488	21.863	21.673	46.725	46.346	161.000	161.000	97.578	96.052	3.348	3.319	29.000	29.000
23.232	12.746	10.000	5.261	3.305	12.740	10.000	5.268	3.313	79.470	139.449	117.039	18.864	1.755	1.473	16.071	207.988	151.569	1655.999	120.922	78.666	83.751	137.618	134.822	29.913	34.745	49.358	55.678	54.860	9.661	272.200	78.678	139.909	113.114	8.115	8.782	31.447	29.950	6.632	6.937	13.111	14.039	1.869	10.092	2.694	9.896	2.644	10.666	1.979	5.297	3.487	3.490	21.958	21.995	45.958	46.000	162.000	161.995	107.538	107.591	3.179	3.180	33.971	33.997
24.242	12.870	10.000	5.115	3.143	12.865	10.000	5.120	3.149	80.808	145.464	121.763	15.512	1.800	1.507	16.294	252.054	176.435	2072.342	82.323	63.871	78.666	112.044	131.069	30.871	36.860	62.139	81.613	26.282	7.719	108.852	190.209	98.460	51.030	10.259	11.684	7.679	8.427	10.274	10.991	10.370	11.189	26.859	2.879	6.679	4.997	1.149	0.102	10.210	2.750	3.491	3.475	21.507	21.313	46.507	46.313	162.507	162.313	101.364	100.957	3.277	3.272	31.000	31.000
25.253	13.002	10.000	4.999	2.998	12.994	10.000	5.004	3.006	79.893	144.001	116.877	19.627	1.802	1.463	18.836	213.914	199.681	4243.838	71.378	100.272	101.870	86.729	97.607	31.598	34.871	52.093	57.663	39.077	4.829	98.250	92.126	50.545	56.116	21.684	23.656	10.033	15.193	8.947	9.996	14.340	14.672	10.873	2.366	9.807	2.926	2.667	3.434	5.449	0.325	3.334	3.336	20.000	20.000	44.000	44.000	164.000	164.000	90.646	90.862	3.296	3.255	27.790	28.254
26.263	13.172	10.000	4.884	2.828	13.165	10.000	4.888	2.835	82.988	157.806	122.065	20.118	1.902	1.471	22.649	251.821	194.444	1591.116	150.256	92.772	94.984	135.158	128.016	51.989	49.064	38.653	50.776	53.849	9.892	193.676	310.604	162.404	73.510	6.970	7.496	14.520	16.013	14.167	14.422	7.024	8.961	1.730	0.254	2.061	2.926	0.182	0.267	1.635	3.471	3.470	3.470	21.000	21.000	46.000	46.000	164.000	164.000	97.136	97.462	3.179	3.204	30.966	30.856
27.273	13.369	10.000	4.770	2.631	13.360	10.000	4.775	2.640	83.857	160.261	119.619	26.123	1.911	1.426	25.360	300.304	212.388	1157.996	122.376	87.852	101.945	119.384	126.374	57.264	53.406	34.273	43.594	45.229	23.747	31.319	207.226	210.413	98.212	30.812	35.319	13.746	14.721	8.882	9.496	10.347	11.104	1.869	0.297	5.818	3.844	0.705	0.027	1.934	18.257	3.519	3.459	21.402	21.055	46.893	46.117	165.000	165.000	98.685	96.801	3.072	3.053	32.507	32.082
28.283	13.570	10.000	4.665	2.430	13.561	10.000	4.670	2.439	79.734	144.677	121.455	17.356	1.814	1.523	16.051	177.999	198.603	1183.250	115.383	87.825	90.563	97.746	127.618	53.816	51.167	52.544	53.961	45.394	12.391	251.598	121.380	142.709	352.633	6.916	7.759	14.255	17.085	15.178	15.686	7.743	8.245	0.912	2.593	11.669	0.255	0.924	0.676	1.449	4.187	3.564	3.560	22.000	22.000	47.091	47.008	165.091	165.008	106.373	106.307	3.154	3.150	34.000	34.000
29.293	13.814	10.000	4.548	2.186	13.803	10.000	4.553	2.197	81.411	151.923	116.832	22.388	1.866	1.435	23.098	224.640	189.734	3686.944	77.897	114.289	108.671	99.812	97.227	84.601	95.353	44.890	66.288	40.795	5.080	93.713	129.686	59.824	52.865	6.640	7.460	19.879	19.621	7.377	8.738	20.242	18.035	1.448	2.330	15.894	1.326	0.659	2.266	17.059	0.958	3.538	3.542	21.000	21.000	47.000	47.000	166.000	166.000	108.162	108.134	3.106	3.117	34.724	34.527
30.303	14.067	10.000	4.431	1.933	14.055	10.000	4.437	1.945	81.191	147.813	116.827	23.008	1.821	1.439	20.963	254.467	222.471	2293.460	1930.388	68.376	81.983	74.748	92.943	35.446	42.255	24.666	27.750	11.244	8.508	91.388	149.574	60.586	97.692	16.270	16.964	8.872	9.973	18.310	18.524	7.118	7.989	1.525	0.894	11.134	4.198	0.198	1.861	12.885	6.865	3.610	3.612	22.000	22.000	48.000	48.000	166.000	166.000	111.855	111.725	3.181	3.183	35.000	35.000
31.313	14.298	10.000	4.327	1.702	14.286	10.000	4.332	1.714	83.624	158.994	116.716	23.513	1.901	1.396	26.591	279.323	209.501	1052.152	161.831	85.546	89.489	85.801	99.319	145.061	176.856	81.257	108.113	80.441	19.872	101.126	193.479	110.553	165.963	10.491	15.006	17.841	18.892	11.621	12.315	8.371	9.126	1.355	0.669	2.103	2.275	0.414	1.065	2.336	14.090	3.690	3.688	22.000	22.000	48.991	48.891	167.000	167.000	115.493	115.417	3.120	3.123	36.991	36.891
32.323	14.550	10.000	4.213	1.450	14.538	10.000	4.218	1.462	83.565	160.349	116.477	25.090	1.919	1.394	27.360	230.993	183.870	5298.806	176.498	81.402	96.441	70.663	101.150	42.531	53.500	51.379	54.218	69.811	4.534	177.548	317.163	138.997	95.377	5.278	8.051	15.210	15.994	7.260	7.714	16.587	16.788	0.202	2.893	29.232	8.507	1.012	1.283	6.706	1.343	3.437	3.431	21.000	21.000	45.137	45.019	167.000	167.000	104.737	105.007	3.184	3.174	32.743	32.899
33.333	14.775	10.000	4.109	1.225	14.766	10.000	4.113	1.234	81.911	151.093	124.892	16.767	1.845	1.525	17.341	212.026	150.406	1246.016	280.489	94.530	100.175	83.184	107.328	47.519	67.968	21.298	29.103	71.808	16.174	151.948	241.449	90.250	141.183	5.135	6.077	9.859	10.829	15.371	15.674	5.720	6.150	0.372	0.624	0.466	17.505	0.119	4.174	4.323	1.831	3.303	3.284	20.284	20.157	43.563	43.312	166.000	166.000	87.277	86.877	2.828	2.825	31.000	31.000
34.343	15.010	10.000	3.995	0.990	14.999	10.000	4.001	1.001	81.577	150.247	117.513	21.993	1.842	1.441	21.787	309.556	142.902	255.893	141.996	91.385	97.793	106.242	99.285	59.068	62.446	32.059	35.264	60.468	25.032	152.487	195.400	108.780	136.231	8.341	13.094	16.305	17.154	9.604	10.814	6.073	6.397	0.695	0.342	6.990	3.918	0.427	0.246	0.995	5.754	3.667	3.706	22.281	22.479	48.879	49.483	165.000	165.000	110.146	110.576	3.281	3.310	33.411	33.216
35.354	15.244	10.000	3.870	0.756	15.232	10.000	3.876	0.768	84.270	164.034	117.361	28.022	1.947	1.393	28.454	259.665	157.927	774.675	163.856	70.530	88.514	76.199	91.408	29.302	35.496	27.900	30.803	64.231	36.310	202.968	259.004	88.767	116.869	23.266	21.850	13.407	13.684	17.761	16.848	14.801	15.052	0.575	0.524	1.866	1.159	0.808	1.701	0.428	5.764	3.511	3.497	21.000	21.000	46.876	46.678	165.000	165.000	108.714	108.260	3.160	3.148	34.000	34.000
36.364	15.462	10.000	3.744	0.538	15.451	10.000	3.751	0.549	84.567	169.080	118.008	28.290	1.999	1.395	30.206	227.818	181.690	198.969	137.841	76.278	93.409	104.250	116.997	54.671	53.177	56.103	74.687	68.844	5.117	134.483	399.768	78.348	61.868	7.228	11.009	6.246	6.558	7.041	7.795	12.156	12.595	1.839	1.298	8.614	23.870	1.226	0.355	4.483	1.644	3.617	3.615	22.000	22.000	48.000	48.000	166.000	166.000	111.211	111.125	3.271	3.264	34.000	34.000
37.374	15.710	10.000	3.596	0.290	15.700	10.000	3.602	0.300	82.702	153.018	120.545	23.091	1.850	1.458	21.222	210.115	173.723	323.530	69.846	113.628	108.431	96.907	102.083	18.642	33.451	40.558	53.293	26.968	13.385	175.230	293.310	77.208	80.281	9.264	10.618	12.074	14.588	8.225	8.761	13.833	14.563	0.960	0.465	2.875	6.222	0.116	2.178	4.182	2.394	3.441	3.444	21.000	21.000	46.000	46.000	166.000	166.000	102.516	102.606	3.245	3.237	32.013	32.082
38.384	15.964	10.000	3.445	0.036	15.952	10.000	3.452	0.048	81.744	151.580	117.111	25.469	1.854	1.433	22.740	277.330	158.277	461.077	133.883	64.097	83.783	40.705	62.400	28.740	37.719	41.412	47.813	42.355	55.201	150.798	328.517	96.014	82.270	5.283	6.410	9.476	10.483	6.570	7.693	15.772	16.355	0.728	1.806	0.439	0.310	0.355	0.480	0.166	12.607	3.551	3.558	21.000	21.000	46.908	46.990	167.000	167.000	109.927	109.993	3.292	3.297	33.000	33.000
39.394	16.189	10.000	3.315	-0.189	16.179	10.000	3.320	-0.179	81.911	154.339	121.808	18.909	1.884	1.487	21.078	319.241	217.212	88.462	49.673	96.517	101.654	96.567	116.968	30.288	38.477	59.206	67.027	15.967	65.459	96.381	228.448	99.146	41.436	9.798	10.764	23.727	24.590	9.441	10.430	10.597	11.311	1.308	7.848	0.910	41.093	4.663	5.478	7.394	4.827	3.527	3.502	21.122	21.023	46.566	46.182	167.000	167.000	107.089	106.378	3.107	3.101	34.372	34.137
40.404	16.430	10.000	3.186	-0.430	16.421	10.000	3.191	-0.421	80.591	148.774	121.313	18.169	1.846	1.505	18.458	192.130	163.911	292.065	62.684	115.620	114.755	123.934	124.314	25.940	38.828	49.900	55.245	43.767	21.274	265.944	268.558	155.107	214.482	7.411	8.092	14.096	14.995	10.066	10.779	6.800	7.114	1.827	2.485	1.222	7.761	0.189	0.695	1.383	7.809	3.689	3.708	22.000	22.000	48.771	49.169	168.000	168.000	121.462	121.701	3.169	3.188	38.718	38.553
41.414	16.630	10.000	3.094	-0.630	16.622	10.000	3.097	-0.622	81.026	151.943	119.522	19.951	1.875	1.475	21.337	216.140	182.265	1251.863	84.381	74.025	90.905	82.968	104.089	40.458	58.031	23.987	31.362	39.846	22.465	131.058	256.472	103.999	70.022	15.047	15.295	17.227	18.260	10.488	11.325	8.284	9.488	11.721	31.882	0.503	3.006	1.842	2.412	8.617	5.333	3.627	3.618	21.000	21.000	48.000	48.000	170.000	170.000	115.476	115.531	3.197	3.209	36.479	36.308
42.424	16.833	10.000	3.024	-0.833	16.825	10.000	3.026	-0.825	81.633	151.725	120.074	18.492	1.859	1.471	20.861	274.611	141.591	268.797	70.497	67.092	80.047	79.702	96.323	21.542	39.652	32.017	45.546	27.535	14.392	263.776	184.850	113.655	56.487	18.204	18.830	7.166	8.106	8.180	8.784	10.789	11.848	0.905	0.582	5.903	15.967	0.752	4.240	10.144	12.370	3.730	3.730	22.000	22.000	49.000	49.000	171.000	171.000	120.115	120.457	2.999	2.992	40.126	40.525
43.434	17.001	10.000	3.000	-1.001	16.995	10.000	3.000	-0.995	83.391	159.921	119.831	25.906	1.918	1.437	25.068	187.167	250.615	1278.012	53.031	91.910	109.616	106.589	109.670	26.501	33.259	79.947	107.051	25.714	28.242	71.058	186.411	112.391	123.127	8.767	11.320	7.192	7.944	12.765	13.164	8.718	9.512	0.288	0.197	1.729	1.843	0.092	0.015	3.438	1.485	3.669	3.622	21.304	21.068	48.831	48.277	171.000	171.000	98.864	96.679	3.229	3.212	30.629	30.140
44.444	17.129	10.000	3.000	-1.129	17.122	10.000	3.000	-1.122	83.218	161.540	117.820	28.499	1.941	1.416	27.065	167.055	166.118	736.605	57.601	67.293	87.918	103.773	105.252	20.402	28.419	48.440	69.787	26.141	28.824	136.562	101.029	44.825	119.769	21.925	22.081	9.506	10.642	11.352	15.692	16.037	16.516	3.270	1.820	7.219	9.217	0.793	3.845	6.521	19.267	3.714	3.731	21.847	22.009	48.820	49.012	171.000	171.000	121.256	121.300	3.064	3.081	39.209	38.988
45.455	17.257	10.000	3.000	-1.257	17.252	10.000	3.000	-1.252	85.288	172.891	122.902	30.010	2.027	1.441	28.914	244.530	137.593	1260.320	78.869	76.795	78.980	103.487	112.428	41.120	56.628	41.978	58.255	38.546	12.138	111.102	565.921	299.626	56.681	19.157	20.319	13.726	14.400	7.789	8.353	8.944	9.844	0.218	30.204	9.172	5.457	3.488	5.566	2.968	3.418	3.331	3.319	19.181	19.084	44.154	44.070	171.000	171.000	94.613	94.606	2.981	2.960	31.026	31.352
46.465	17.374	10.000	3.000	-1.374	17.370	10.000	3.000	-1.370	83.333	159.825	123.763	23.360	1.918	1.485	22.563	156.227	200.301	422.033	63.637	87.615	109.322	90.036	102.289	57.428	83.811	49.232	72.667	37.896	34.416	91.667	621.941	114.601	132.683	8.784	9.494	9.956	10.558	11.775	12.473	9.174	10.039	0.933	7.344	11.609	11.352	0.118	3.777	0.540	34.570	3.826	3.851	22.379	22.557	50.947	51.268	171.000	171.000	121.400	121.400	3.200	3.226	38.486	38.206
47.475	17.474	10.000	3.000	-1.474	17.470	10.000	3.000	-1.470	84.448	165.645	123.574	24.419	1.962	1.463	25.398	316.770	214.340	660.951	65.144	82.682	101.435	90.751	103.979	72.110	95.445	51.850	63.405	19.653	45.950	75.092	556.500	198.920	78.627	7.978	9.877	15.179	15.901	16.347	16.937	12.988	14.297	0.519	4.366	11.344	3.135	0.194	4.332	15.623	3.949	3.610	3.610	21.000	21.000	48.000	48.000	170.000	170.000	113.592	113.821	3.098	3.088	36.407	36.518
48.485	17.577	10.000	3.000	-1.577	17.572	10.000	3.000	-1.572	83.624	158.719	117.547	27.764	1.898	1.406	25.941	227.066	188.683	4672.810	49.035	84.400	82.557	93.606	108.134	26.667	28.630	34.224	42.547	24.831	6.665	136.993	325.224	81.259	78.415	20.383	20.727	8.013	8.738	8.206	8.966	15.335	15.670	0.235	1.942	8.553	5.643	0.756	0.464	9.617	11.424	3.794	3.796	22.000	22.000	50.000	50.000	170.000	170.000	124.974	124.449	3.283	3.285	37.778	37.651
49.495	17.678	10.000	3.000	-1.678	17.674	10.000	3.000	-1.674	83.975	166.790	122.198	25.632	1.986	1.455	26.735	296.326	240.678	1709.651	63.640	79.891	87.738	100.722	115.215	26.625	35.986	32.555	41.958	22.117	12.497	94.560	501.998	75.915	42.709	13.905	16.647	12.827	13.879	17.719	18.165	18.873	19.068	13.643	41.895	18.572	10.338	0.098	1.266	25.477	5.343	3.471	3.464	20.001	20.000	46.018	45.885	171.001	171.000	104.401	104.513	3.160	3.159	33.001	33.064
50.505	17.768	10.000	3.000	-1.768	17.764	10.000	3.000	-1.764	84.034	160.488	116.654	28.320	1.910	1.388	27.313	290.559	223.386	1817.717	55.688	67.145	80.857	47.612	72.646	34.352	45.365	36.068	48.501	19.093	10.995	137.593	442.600	66.597	221.021	19.666	20.370	7.443	7.978	13.889	14.458	11.322	12.044	1.289	0.736	4.567	2.612	0.752	0.225	0.879	19.650	3.790	3.792	22.000	22.000	50.000	50.000	172.000	172.000	122.701	122.124	3.200	3.203	37.918	37.678
51.515	17.870	10.000	3.000	-1.870	17.865	10.000	3.000	-1.865	84.448	166.329	117.302	29.413	1.970	1.389	29.476	295.580	171.616	4434.311	146.248	78.008	84.978	110.092	115.116	31.369	34.913	35.523	55.827	59.426	5.728	170.431	157.530	104.859	64.497	12.981	13.459	17.599	19.880	7.084	7.555	8.339	9.981	0.642	0.468	0.957	16.059	1.485	0.856	6.100	13.581	3.757	3.760	22.000	22.000	50.000	50.000	173.000	173.000	128.678	128.700	3.245	3.240	39.921	39.998
52.525	17.966	10.000	3.000	-1.966	17.961	10.000	3.000	-1.961	84.626	166.493	120.007	30.929	1.967	1.418	27.921	275.894	238.737	441.366	74.945	87.585	94.554	69.653	90.943	29.225	34.825	45.854	47.895	26.514	33.989	119.399	308.612	70.775	101.800	20.667	21.233	8.105	8.687	7.609	8.272	14.753	14.904	1.326	0.262	8.578	0.618	2.119	0.316	15.687	0.545	3.700	3.700	21.000	21.000	49.000	49.000	173.000	173.000	127.582	127.591	3.229	3.231	39.992	39.986
53.535	18.082	10.000	3.000	-2.075	18.077	10.000	3.000	-2.071	84.866	172.139	119.107	28.359	2.028	1.403	30.808	293.227	205.008	1174.175	130.471	109.656	113.868	116.093	122.902	27.964	34.953	42.565	57.776	31.511	5.908	122.396	408.959	98.645	44.690	9.019	9.748	9.241	9.898	13.177	13.860	29.857	32.495	1.649	5.388	1.221	4.890	1.933	0.732	0.596	15.616	3.629	3.625	21.000	21.000	48.000	48.000	174.000	174.000	115.837	115.811	3.262	3.267	35.142	35.046
